0.2,4,1,0,0,2744,343,6635118,47236062,37800522,28304489,17569102,35306166,71288750,17449092,64517059,32144156,65409319,31465482,32874636,19362955,65647481,32593533,34191758,17820398,13182466,33613172,2675407,21571779,7317507
0.3,4,1,0,0,2744,343,5520733,33159738,20964656,30642577,18695836,37359066,67247071,17468261,64737810,38091951,72556017,31425898,40820015,19282124,65812547,32659597,34444795,17802585,13059473,32920184,2640310,22362772,7774080
0.1,1,1,0,0,3375,3.375,386435,763673,10475567,1016653,550173,3420553,4191088,562095,10197105,733566,848944,9458240,18463670,7731238,1569010,1269486,4899441,944719,666824,982036,375628,1573471,1231997
0.2,1,1,0,0,3375,3.375,419895,1092978,748140,1404374,696844,3758655,4810947,551205,8114668,743284,880840,8465883,10355903,8963426,1606398,1262868,6514816,923319,681456,977464,395760,1645687,1393686
0.3,1,1,0,0,3375,3.375,449663,1577500,1030825,1813537,883512,4232192,5873487,556861,8959150,734186,873430,8236447,19618319,7696585,1584711,1274366,6453704,942837,689563,23246964,387136,2040411,1443567
0.1,2,1,0,0,3375,27,1465677,8261933,28955178,7593916,4724397,12905829,20222175,6074771,27830334,12082799,24881792,21940675,20338700,13305613,21717265,16207490,14204784,8417489,4899479,11279122,1317928,7704722,3800542
0.2,2,1,0,0,3375,27,1666091,9931438,6297538,9395583,5496361,14242886,23525018,6058343,24988532,12088954,15577707,20424386,8118336,13729485,21598773,16160519,14333492,8399549,4921731,11359868,1261233,7646512,3085487
0.3,2,1,0,0,3375,27,1947899,11294324,6996453,10578009,6044468,15606626,24673429,6084787,28195023,12197315,15663221,16722337,20237906,13420476,21713402,16199198,13952376,8375711,4908710,11309162,1247051,9122004,4379634
0.1,3,1,0,0,3375,125,9210361,21880965,15440881,19126996,13204246,30297408,52160830,19146642,61146998,34835886,56234147,36421777,28859858,19644480,64126482,39000148,32804888,21224346,26441072,32679451,5880064,17813367,5755137
0.2,3,1,0,0,3375,125,9750752,24107897,19013313,21819520,14451107,31508691,55796946,19116178,66496139,34900079,56216460,43194369,28946278,26365300,63826956,39082926,32745023,21217223,26107298,32565134,5787505,21767487,9530379
0.3,3,1,0,0,3375,125,10596086,26382535,17789240,24638172,15782283,33532973,56242568,27729779,67213005,39512169,56131696,41868809,28885108,19688278,63764349,38952233,36155106,21212581,26608631,32334729,5812996,24617443,9941229
0.1,4,1,0,0,3375,421.875,7618264,43409419,28512498,43614446,25547831,38871122,85884214,25775271,101226909,47784032,98615842,49794169,48890426,31994360,99124283,47969443,48217563,26141665,19684386,49290329,3918904,34906871,9656364
0.2,4,1,0,0,3375,421.875,8093671,47461677,29340101,46339741,27992005,58470261,93823246,25717873,97867289,47792346,98958827,46895620,48920097,25023862,99264602,47961684,50850711,26161738,19639106,49371100,4021420,39321143,18353618
0.3,4,1,0,0,3375,421.875,8604097,49762519,36594073,48356803,28366881,61154549,102436580,25739178,98841490,47939183,98849501,47013118,56425602,25104448,98948703,47792842,48114645,26161906,19546044,49274320,4026805,42105544,17050316
0.1,1,1,0,0,4096,4.096,491569,1009892,29090081,1315258,750694,4266077,5159291,790065,10171422,1045776,1197153,9381409,20652447,8314364,2150863,1755504,7128488,1297416,891551,1291101,475895,1894626,1660584
0.2,1,1,0,0,4096,4.096,547962,1448706,991018,2060800,1045906,5309858,7196930,754550,11371027,1007749,1179564,9352979,19181926,8521242,2152131,1744526,7082233,1276440,903827,1261749,488659,2516861,1971967
0.3,1,1,0,0,4096,4.096,585353,2153818,1365408,2428128,1279729,5944131,8446446,749122,11364501,1003329,1162905,10485251,14587106,8599684,2130278,1703403,7067326,1258357,906598,34909679,469354,2673137,2134179
0.1,2,1,0,0,4096,32.768,1996307,11842581,7975610,11236503,6970705,17083592,29831718,8833201,37889110,17331103,21875605,29217196,21726130,18607437,31304671,23179916,18733837,12062957,6631401,36119102,1744080,9272935,3869937
0.2,2,1,0,0,4096,32.768,2334258,14493377,28999774,13649057,8028250,19446926,32090875,8836785,37742209,17389528,22017873,29034147,21626887,15569520,30942093,22958677,18807182,12011444,6561405,16215997,1747458,11937724,4188314
0.3,2,1,0,0,4096,32.768,2617714,16351995,10065299,15321319,8786761,22790627,37860817,8817859,35377008,17167278,21936480,27426035,11785469,14566511,30949802,22962153,18782011,12091603,6558669,16281908,1790254,15110463,6585922
0.1,3,1,0,0,4096,151.704,13018800,31614247,38635520,28676821,19468939,48216066,80995575,27187830,89517430,50067828,81230159,52734223,41083449,28019312,92094804,55874262,44764519,30220935,37466653,46789513,8274740,28433515,9087239
0.2,3,1,0,0,4096,151.704,14981980,48671476,39484038,31953920,21319575,49421235,83409812,27263664,89808190,49723651,81789667,52631405,41206348,28028753,92156494,55904461,43955443,30384334,36953464,46804263,7998050,35815516,14224876
0.3,3,1,0,0,4096,151.704,16131760,51175605,41060038,35336083,22889142,46539218,89142351,36211683,95580967,57993544,90079762,58379341,50053986,34916237,92609201,55803465,50637751,30262260,37429111,59820782,8166622,37603966,14487273
0.1,4,1,0,0,4096,512,10562565,64457986,40369676,65055722,37567281,81804733,134669177,37143067,149649168,68949150,145275782,68445531,80200559,36301535,145645543,69036945,74769706,37331415,27921059,72681758,5674583,47143467,16212441
0.2,4,1,0,0,4096,512,11096716,70912598,42860341,70474284,39773733,81015588,136650827,46695336,147361824,77602709,153629539,68547756,79129338,36289431,145562512,69119487,70886071,37373980,27563087,72084609,5613063,49525872,16311641
0.3,4,1,0,0,4096,512,11407896,73905715,45525018,73155909,41837277,82208166,140725419,37187534,145818014,69045161,145158125,68602100,80170875,36271490,145569009,69033588,73852461,37349352,27692908,72364394,5608628,53906569,17952593
0.1,1,1,0,0,4913,4.913,594337,1312142,26290713,2023873,1078764,6140928,8325649,875523,12576920,1315657,1603787,11602058,20340799,8867452,2923790,2325870,6522181,1481393,1081486,1670497,563376,2853818,1909845
0.2,1,1,0,0,4913,4.913,697406,1980069,1314994,2984309,1490786,8512753,11325157,853731,11466011,1300645,1544505,11642394,13389279,10457052,2860366,2307872,6396263,1489683,1136678,1661965,546055,3210063,2204254
0.3,1,1,0,0,4913,4.913,834000,2842578,11672042,3583947,1869694,10841690,14173106,879105,12593661,1333843,1574878,10758028,20568201,9080946,2873240,2354196,7920252,1513797,1117430,1664149,550223,3655020,2456403
0.1,2,1,0,0,4913,39.304,2847769,17910665,11647338,16396784,10060419,26384708,42643101,12870539,50215621,23996962,31294073,38836869,16939661,23863237,44012539,32732258,25820281,17245435,9247022,23225983,2536707,15226661,5733532
0.2,2,1,0,0,4913,39.304,3163413,20981670,13318805,19987525,11804588,29637929,47966298,12833830,51383544,24165993,31262946,40292531,20069666,24186117,44355413,32803446,27140525,17268672,9275486,23346038,2564606,16171480,6447232
0.3,2,1,0,0,4913,39.304,3582010,23045537,14421197,22955161,13036122,32871061,55284825,12869155,51875474,24253820,31182809,40487603,20005096,23408233,44074025,32783564,25773837,17224105,9264310,29281023,2557317,20953155,10458265
0.1,3,1,0,0,4913,181.963,17996274,44444837,31916878,42642178,28476639,65201657,112619376,38253370,135406242,70165168,115701579,75454916,58580868,40007611,131264390,83247018,65991425,42592728,52918299,66242821,11434823,38434360,13047342
0.2,3,1,0,0,4913,181.963,19950888,50694869,33900207,46394834,31568346,67360250,113005636,45509070,128681245,78739404,124255258,74847111,67177401,40252477,131336926,78401562,63273218,42695792,52713390,66306691,11528444,47489369,13955843
0.3,3,1,0,0,4913,181.963,21028486,54651100,36744628,54288082,33125207,68998764,129040368,38085293,133935012,70283274,123055083,82332855,65977829,40111489,131138574,78334071,65682559,42661778,53083072,66474196,11316102,57009196,22403656
0.1,4,1,0,0,4913,614.125,16323340,110603510,75260181,85401952,55811781,120094556,198189632,61944904,216381084,107259133,217645560,103132996,109725280,57057950,209871601,98092328,107734327,52761795,39815331,103229894,13380124,67628528,21157465
0.2,4,1,0,0,4913,614.125,16788515,113660586,81083158,98185633,57809324,118297495,205200248,52689679,217907352,106567253,216943738,104530638,111985587,57029817,232559349,121565386,105477808,75896933,45658909,133381084,14876832,83915940,34914023
0.3,4,1,0,0,4913,614.125,18240337,121255082,80547158,105964247,69595434,136498305,212743735,60318320,216569017,106740253,216836067,99987492,110290370,51748306,209144092,98074561,107568852,60379383,46105189,103475821,14902306,90202082,39862488
0.1,1,1,0,0,5832,5.832,822020,1803816,1287427,2920657,1561334,8856778,12294549,1118812,13401124,1762299,2166898,12309547,19026544,9950745,3885891,3107992,9059008,1915208,1438424,2149631,661961,3640734,2389790
0.2,1,1,0,0,5832,5.832,887656,2713533,1758007,3920990,2157715,10887177,15415249,1158044,13195569,1787940,2168763,12019131,20735423,9894937,3902873,3171527,8945162,1961619,1454129,2214576,659774,4498024,2719493
0.3,1,1,0,0,5832,5.832,835660,4054401,2479310,4459242,2505525,13357195,19245963,1108264,13498041,1738912,4326564,13205907,20568882,11275102,3862659,3102900,9071950,1927115,1440907,2168556,662318,5475679,3010667
0.1,2,1,0,0,5832,46.656,3941923,23937826,15952097,23432770,14330224,33812426,59555394,17834698,65199577,32835901,43107021,53471073,23200775,26024104,60646887,45235739,35073190,23958152,12471209,32487792,3470075,26753056,13132238
0.2,2,1,0,0,5832,46.656,4279907,28263578,18170574,28209736,16620795,43889025,66783800,17781845,69305676,33173081,50952811,52397977,30626854,31213989,60887452,45292568,35122312,24008946,12492694,32562250,3463297,27211179,13255868
0.3,2,1,0,0,5832,46.656,5749545,45185772,34277909,31722021,18289478,43440459,79254634,26199784,67116294,40019944,52013507,53203137,31910143,30933898,60787904,44995589,39013590,23962108,12335888,32556414,3461942,31552150,14931621
0.1,3,1,0,0,5832,216,27351047,73746606,55039344,61460882,41342036,88043782,155105581,61996350,184824634,105718350,164481349,104840674,82896954,55808603,190046971,108162010,92976762,58562784,74807819,93605837,15842521,54230959,17904001
0.2,3,1,0,0,5832,216,29398414,78850733,58206069,66910683,43670591,87437192,159265100,52553686,188960201,97524656,164432189,104841649,89026266,55829233,185085238,108140890,89483556,58627751,75260936,93544173,15872858,77229666,28324141
0.3,3,1,0,0,5832,216,30869966,85135083,61213612,76566650,47867216,102048654,178256582,52681342,182108755,97661664,164262575,105155015,90794427,58472319,185566601,108187899,89482597,58559535,76177781,105348411,15688964,76408054,31700310
0.1,4,1,0,0,5832,729,21992328,136478338,109645172,122974874,79964817,156062632,265871670,82432936,299222946,144113174,303015602,135577077,153228912,74870128,293372295,137688130,149109989,73181626,55544869,145946641,16466613,96088606,28307162
0.2,4,1,0,0,5832,729,22668088,152712363,107059865,158262051,82859784,125042576,273993449,73616448,292293396,136617417,294522658,142839377,148811894,72493589,294041841,136626460,143767182,73260771,54301652,146083321,10946527,118084907,43553174
0.3,4,1,0,0,5832,729,24807965,178012240,116344279,155085402,95120176,161249046,303991509,72983922,293145035,136738749,293534387,136315076,153000786,72523446,293957524,137101312,143038599,73277729,54071076,144920671,10757473,103391797,26666298
0.1,1,1,0,0,6859,6.859,864552,2331699,28902156,3704516,2086394,12035673,16518603,1533016,18474941,2425572,2959378,15463198,8105167,12133233,5478712,4423939,9800137,2694181,1856219,3008544,827109,5660789,4837466
0.2,1,1,0,0,6859,6.859,1153437,3720604,2361275,5277725,2756668,15347409,21896144,1456511,15548460,2353546,2845646,13614490,20586721,11086419,5300368,4296943,10590874,2564940,1829130,10428489,824743,7418253,5040753
0.3,1,1,0,0,6859,6.859,1019943,5295537,3203968,6166914,3561871,16846314,25023217,1530271,15571626,2421344,7453527,14603429,20978249,10470715,10816862,4409804,8864792,2684365,1869877,33886490,806075,8781090,6266313
0.1,2,1,0,0,6859,54.872,6310635,46016792,35863832,32849448,20237872,52079906,78305103,23887135,89511529,44127117,59061375,69815960,31475081,38835715,82962255,60598805,45803244,32351209,17046484,44133729,4659529,35146072,17325264
0.2,2,1,0,0,6859,54.872,7132129,50792964,38227415,41904625,23337207,54916297,88750999,23814257,92111406,44047627,58365427,70455113,31420521,38770416,92029610,64749067,47229037,32570741,16899050,53761978,4658028,40204855,18889071
0.3,2,1,0,0,6859,54.872,7869334,53486734,38462917,44438956,25912858,59152093,98720717,32437997,93712146,52661175,67231223,69338991,39961746,39263668,92036295,68062944,50233569,43783862,17098266,52786647,4670218,45617476,19582590
0.1,3,1,0,0,6859,254.037,35880418,88852346,61525506,85238460,57453190,142776405,221501272,79147861,255725697,140610610,235526370,145144704,123342493,77210691,256435281,147513516,124778227,78897043,104510003,131599008,21563205,102269731,50715199
0.2,3,1,0,0,6859,254.037,39684001,104119313,75222423,94307211,63098702,124529008,226563848,79933381,253148482,142557308,237230447,145851745,124610478,76358225,256966467,147604351,125602726,78926584,105542079,129536231,21257165,108627722,40084462
0.3,3,1,0,0,6859,254.037,42191527,110069336,77868701,106255129,67859920,142041489,238790000,79775141,253232049,141506983,238702080,145388194,123687317,76151873,257323246,147453653,124627534,79078041,105352111,129116918,21521435,109106230,38259304
0.1,4,1,0,0,6859,857.375,31485389,193198127,148450947,194103762,108626460,203680424,358142502,106039337,406079985,190953112,405283670,190265268,206447217,102816183,412575556,210017745,202747791,123401450,81962853,200215048,22074872,155310946,57832534
0.2,4,1,0,0,6859,857.375,36126761,235619365,165428922,213985727,129975691,242932689,403860374,107970220,408021868,190436893,405664851,188577617,208123898,99679048,431918868,211293773,202053460,123294834,82620723,204752357,22062386,177476378,73379374
0.3,4,1,0,0,6859,857.375,32889530,221388735,166376370,235706038,123201480,271965055,403197094,109462617,405810132,199904520,412364650,187910269,209074388,100128780,406736908,188125004,203595096,100593241,78969378,200337040,20701359,200390747,63817856
0.1,1,1,0,0,8000,8,1228500,3177268,29054227,4977154,2958613,16624115,22589358,1948651,24141104,3351045,4340644,20081492,19946399,15047353,7155684,5778288,12852478,3323347,2350068,21833658,946430,8277950,5569447
0.2,1,1,0,0,8000,8,1397146,5030637,3162536,8585749,3842768,18997467,27681025,1841503,20288879,3134188,3831483,17152495,15236784,12767047,7202085,5819939,10696639,3376824,2338942,3895292,935158,10123067,6533163
0.3,1,1,0,0,8000,8,1681562,7057176,4263305,8238096,4692922,22262486,33235183,1818747,20342235,3103161,3758505,18061117,20910004,12650971,7030216,5766577,12316774,3320125,2357055,16401374,947638,12373565,8062718
0.1,2,1,0,0,8000,64,6934502,43559994,34215679,44614427,27819899,64378520,106706247,31611719,123959211,67341809,88313219,91633776,50719851,49126519,110133317,79425089,63074566,42774425,23169018,58332037,6301524,48844897,20849535
0.2,2,1,0,0,8000,64,9168856,62795965,45279216,53668434,31302786,78563633,129840694,40383934,122033363,67077474,88149157,91780578,51248563,49629057,114878146,87669009,65638532,51359600,30015529,58610237,11998186,51182650,23133268
0.3,2,1,0,0,8000,64,8774194,68971295,41185007,59387309,34404757,84645338,139250397,31636312,122943436,67384774,88206973,91777723,51052476,52077322,110304333,79330445,62905410,42671375,23195883,66832570,6270755,62893092,26065500
0.1,3,1,0,0,8000,296.296,50525849,129790488,98141006,125296784,78386019,161805684,280663570,104936388,354601578,188084617,318854886,195039035,164982012,104348748,347843726,198661971,172342240,106621135,143060559,174610386,29311558,121565285,48202629
0.2,3,1,0,0,8000,296.296,54742598,140419901,97832866,132779664,87549016,160304063,292462108,103712501,351583803,188865107,318782570,202184236,164174101,111016248,357020108,207106513,176366149,116251478,148918590,186053894,38993976,146120379,51664301
0.3,3,1,0,0,8000,296.296,58066080,153260373,105367012,142048990,94903447,193623980,322010556,103920290,349187631,188638905,318170054,202831335,164247500,110544841,356250269,206958951,177286400,115720718,151196216,182805627,36244774,142064527,56921823
0.1,4,1,0,0,8000,1000,39363634,295701807,187978526,247370310,155233606,316296025,516459819,143535770,554606878,269267451,560778755,260373658,280023763,140572702,574897587,256568341,272611604,135207175,102909422,296227153,19942487,224559735,86833055
0.2,4,1,0,0,8000,1000,40387295,295765438,225589873,245145401,157781587,313875312,509733841,143198388,560466775,267462822,559541097,259379615,284686813,140731501,574744271,278892959,276779427,156984747,108395206,294798765,27225738,243823294,100014185
0.3,4,1,0,0,8000,1000,46423123,303818973,200572497,268306396,168152082,302800759,548516340,144961322,559723750,267466084,559471849,262313314,279939721,141342460,576947629,283648214,273784761,157871994,110877727,294885364,27274464,256630669,104790446
0.1,1,1,0,0,9261,9.261,1542357,4180456,2820019,6524268,3997913,20836552,28882720,2439345,21692811,4378901,5263206,21592671,20788246,15803594,9407198,7765051,14148963,4341916,2994059,22641436,1147023,10968781,7377692
0.2,1,1,0,0,9261,9.261,1818653,6690432,4090211,9229561,5541553,24360442,35009386,2317485,23774972,4101468,4921020,21304333,2699067,15043365,9349491,7600276,14723769,4218870,2980779,5040093,1140424,13861695,8235619
0.3,1,1,0,0,9261,9.261,2108657,9395693,5597747,11881033,6158370,28223876,42923392,2330976,23798975,4110393,5068833,20589330,21022531,15765508,9428029,7637464,13255695,4253439,2944054,5052561,1142823,16966367,11502275
0.1,2,1,0,0,9261,74.088,10113507,68967952,49725054,61386176,37916083,91155299,147296005,50567369,163669379,85453415,116120888,122113195,65218754,65064601,155325385,113894601,87286378,64206387,37494629,85857373,15221498,62115924,29292662
0.2,2,1,0,0,9261,74.088,11500367,77992816,54511763,72279321,43991227,101592531,159859975,41926335,165160869,87134141,114879046,119349970,65105074,65353566,156600650,113903662,85171289,65334350,31227225,86742414,8153596,72485501,29836226
0.3,2,1,0,0,9261,74.088,12162649,85143428,57596636,84403605,47025575,101438611,184922362,50378520,164797727,86464567,114680639,121325234,64694942,65936534,147186779,105767669,86744627,56840223,31216277,82275854,8215260,80030599,32989323
0.1,3,1,0,0,9261,343,65982584,168424368,126623332,168101321,107762348,215303627,380588041,128263346,467638572,241238985,416889098,267178458,217015827,145373291,475757450,269210825,230840064,141946693,198387978,241842703,47621404,170492652,66265564
0.2,3,1,0,0,9261,343,72487364,186397831,135481789,179190615,118441295,268905249,421136001,137658517,464633288,248627660,425888392,262213252,216113006,137782655,468367158,264191600,228004735,141096515,193001382,240521696,38999155,198409828,72719384
0.3,3,1,0,0,9261,343,78776561,197948868,138337926,187907351,125087554,241763331,453928521,136208780,466855948,248413395,424221124,267294431,216352271,145387057,474618536,270942086,236742780,148698902,198418503,242463470,45241141,198380937,76561951
