0.1,1,1331,1.331,143006,310591,5119066,171439,115021,1079735,967878,335660,6271343,341921,358015,3486449,20325413,6439484,545100,443534,4178089,413901,252946,393844,204152,346286,363775
0.2,1,1331,1.331,138049,318918,29033884,260551,127355,1110972,1050018,267428,6671381,266347,287277,7728152,935792,6773372,530915,454541,5214087,419529,253963,402105,205944,411732,402917
0.3,1,1331,1.331,141589,408871,306649,975781,178871,1166781,1143835,264611,8002040,278638,288512,7827346,19887365,6433359,527085,442858,3491247,426638,250800,403128,205691,433697,388619
0.1,2,1331,10.648,370493,1436102,7265350,1306674,715727,1945376,2753027,1206260,9927180,2044836,2647975,8770388,19888619,9045016,3742799,2838836,5471047,1718544,1019607,2122082,324318,1158107,815301
0.2,2,1331,10.648,371490,1714014,1180519,1578094,837860,2352195,3174899,1222105,11096288,2058170,2652888,9007790,1489479,7653027,3783219,2852360,5174121,1738540,988222,34815228,320023,1337930,866184
0.3,2,1331,10.648,451815,1981334,1260535,1680623,920617,2196710,3315661,1207113,11007186,2052813,2644274,10043641,1478419,7646861,3774889,2832360,5313621,1741345,1013004,8299463,315752,1480841,862476
0.1,3,1331,49.2963,1587669,3638008,2700329,2935676,1987229,4009846,6768853,3458225,14165159,14310929,22735329,10827688,21111990,10917257,11044887,7052849,8346547,3931158,4695544,5610334,1127898,2396048,1218146
0.2,3,1331,49.2963,1746957,4055035,2828667,3174512,2146201,4791929,7886076,3468759,17551102,6349202,9894273,13999451,18815367,9557229,11224284,7033779,7842570,3928857,4794717,36679425,1139978,2586379,1238494
0.3,3,1331,49.2963,1989754,4415053,29001355,3604450,2334503,4636021,8140989,3452532,16771586,6317826,9684671,12506973,4983933,10990336,10977132,7038309,7810710,3941748,4700723,16152431,1122521,2837162,1330781
0.1,4,1331,166.375,1296517,7130029,4811702,5942429,3888543,8231558,13662683,4614533,22320851,8547788,16538427,13830568,8330738,11367644,16863612,8942773,10558075,4675298,3558315,35962725,953602,4246446,1624895
0.2,4,1331,166.375,1504699,7609285,17257171,6276632,4047960,9071291,14680827,4647330,20638259,8677316,16472905,14360067,8362344,11379285,16862153,8935840,10383128,4673092,3540824,16325636,1142968,4389007,1626133
0.3,4,1331,166.375,1442701,8116615,5329876,6759501,4254140,7762310,13871358,4644335,20817260,8499668,16541963,13765921,8382916,10089614,16828769,8945284,10640267,4653073,3538533,18794140,949064,4588346,1649301
0.1,1,1728,1.728,171975,330575,5611102,296503,154183,1326423,1197705,306468,7128562,332922,362163,8002374,275891,6680552,669734,573310,3871916,493924,327458,5511829,238005,525800,577225
0.2,1,1728,1.728,172584,411374,11060684,358902,200455,1542305,1444746,304763,6897239,335472,362580,8036791,8662421,8110337,664056,545847,5360427,486472,323372,468039,227289,611235,610546
0.3,1,1728,1.728,199844,565485,399999,514997,263889,1398711,1559582,300565,6900142,335656,362027,8015181,16536053,6658371,660025,544655,5380698,489364,314314,21146188,227405,652884,608753
0.1,2,1728,13.824,429820,2235967,1556147,2065018,1161505,2737804,4255158,1911861,12943085,3352104,4308464,11864777,17494426,9506651,6015457,4539062,8099797,2704914,1562313,3269831,476108,1876765,1202125
0.2,2,1728,13.824,560618,2736872,1798014,2302750,1377827,3993883,5664415,1902438,13699244,3349479,4297425,12002992,14342692,8728733,6016099,4501776,6572393,2662582,1554849,3255376,461363,2151208,1274895
0.3,2,1728,13.824,660239,3094481,2006564,2940719,1598391,3304620,5306402,1911905,13359707,3363709,4309865,12007201,2345119,10099563,6023966,4502042,6402806,2692076,1532415,3249401,459461,2411006,1333968
0.1,3,1728,64,2598294,5979288,4234608,5044613,3373828,7903354,12665192,5572391,21821025,10263716,15633785,17141831,8075037,12493979,17851277,11394605,10846356,6246328,7252593,9116925,1791627,4072567,1765462
0.2,3,1728,64,2748170,6420769,4500357,5366957,3655825,9071652,14115618,5591903,23126955,10256195,15665244,17251702,16749205,12614292,17790803,11371204,10821616,6246126,7193338,9126538,1800927,4337604,1802389
0.3,3,1728,64,2975209,7195470,29086292,5992925,3978478,8969568,15143479,5583872,23011299,10282820,19788394,17106335,21139395,13059695,17732672,11324511,11051781,6231279,7481193,9082093,1785110,5031572,1924281
0.1,4,1728,216,2156997,11835409,7898912,9915900,6464383,14434516,23050294,7397465,32659019,26447590,34790234,19292341,25649542,10123542,27274419,14194415,15319440,7681240,5447198,13851125,1291340,7114186,2390403
0.2,4,1728,216,2282792,12908387,8325974,10638582,6757734,14817407,24171470,7407138,31059565,13897699,27167862,18749111,13591093,12941450,27692272,14176479,15269406,7673013,5479741,22052600,1154769,8868809,3804322
0.3,4,1728,216,3895722,35479233,31236890,11394135,7151396,15246061,24791851,7433043,32392678,13774846,26882641,19918569,19819644,12780191,27151866,14197235,15359805,7612373,5668645,20042298,1217441,8002755,2561048
0.1,1,2197,2.197,214400,422446,2871876,463876,236632,1888486,2154538,372514,7407641,433879,478421,5698707,9687749,6898652,852012,715150,3997950,605951,413232,15430845,284844,764789,698215
0.2,1,2197,2.197,248464,579884,444530,616961,305156,2144349,2273830,467249,4472568,520962,573080,8305196,2593038,8487525,990078,805803,2413995,718778,448886,709411,329697,903052,1022784
0.3,1,2197,2.197,236393,795002,533862,770416,422983,2124179,2432547,409724,8783070,458363,519022,7016259,18593535,6923264,927169,728373,3839693,647768,436170,32064936,299025,973000,934557
0.1,2,2197,17.576,730411,3557218,28807296,3222016,1949001,5777723,8431643,2851782,16043139,5278211,6812162,14493073,20129994,11552058,9534138,7088446,8674156,4004401,2327887,5034556,625900,2901798,1595040
0.2,2,2197,17.576,822946,4308418,2794352,3889457,2366961,5401426,8986056,2846838,16757721,5292886,20255627,12021724,20264100,7083252,9533341,7106753,8383604,3993175,2364173,5036579,637435,2947484,1644797
0.3,2,2197,17.576,891053,4947905,20738719,4481459,2713855,6177803,10063959,2845777,16884240,5268870,6801104,12032836,3588640,9654049,9566707,7052589,7907608,4016338,2336680,5031156,645300,3329870,1707739
0.1,3,2197,81.3704,3966998,10433279,6735258,8000863,5524770,13072734,21171731,8774102,30332818,15916973,34089910,16133618,24458551,13540104,28090386,17626025,15740320,9751464,11565904,14546369,2816548,6747028,2504826
0.2,3,2197,81.3704,4228343,10372368,7287083,8974709,6010960,13554502,22234502,8760590,32219320,15950786,24587166,23185123,12953683,15775769,28046020,17628650,15788679,9689756,11536149,14626916,2825375,7334786,2617741
0.3,3,2197,81.3704,4622898,11408601,8004894,9947199,6688868,14823791,24273318,8768929,26100927,15926634,24551902,16142726,12981044,8890344,28138524,17672919,17273062,9723854,11535198,14596102,2848032,8456759,2662394
0.1,4,2197,274.625,3374617,19093669,12378168,17082014,10624643,21261077,35542295,11690051,48763810,21485321,42606952,21648242,21351192,16575321,42967737,21641967,23048119,11874148,8625605,21532679,2061334,12293359,4058711
0.2,4,2197,274.625,3691799,20462886,13419094,18301955,11296428,24806251,39203174,11643990,48222360,21276567,42577880,27316030,21210942,13639149,42761884,21775006,22947801,11891378,8903159,21581028,2027540,15260773,6673346
0.3,4,2197,274.625,3966894,21432812,33168863,19055046,11881432,25692387,41392328,11574963,41397393,21331569,42637518,20517529,21300626,17276794,42805079,21643102,22913315,11874188,8908459,41493935,2097206,15901650,6777175
0.1,1,2744,2.744,291497,575936,459635,711992,385555,2624185,2705364,528341,9382192,639599,712024,8916159,19065705,8807153,1282690,1037201,4287578,859331,544167,850255,370150,1108002,1099374
0.2,1,2744,2.744,323320,809618,543976,958128,462016,2913874,3505901,446573,8270714,569998,662157,5399253,432890,7230121,1205412,957986,4304557,743345,527024,766417,326882,1331131,966089
0.3,1,2744,2.744,346878,1110763,742380,1252856,638199,2994602,3508673,544873,9468525,646846,20451339,7719755,19732691,7475559,1294090,1057420,5701036,872362,544975,884249,360202,1421723,1270235
0.1,2,2744,21.952,1057938,5537692,3761856,5018489,3076757,8421830,13427626,4148476,20702594,8045376,10607362,17869128,5406673,13286724,14732582,10824169,11971268,5778035,3481098,34710413,880847,4098816,2034252
0.2,2,2744,21.952,1186277,6593517,4268785,6078067,3625521,9360259,14886746,4162241,21485629,8039645,10531904,17238697,5429294,10328861,14659545,10838978,12044993,5779653,3392394,7577243,908214,4757395,2120864
0.3,2,2744,21.952,1401999,7532581,4701230,6959900,4181864,10118661,15887124,4170111,21488105,8005712,10562052,13749523,20303292,13338154,14692683,10817287,10451403,5762915,3521360,7632277,880819,5422382,2286125
0.1,3,2744,101.63,6033879,14464075,10518397,12666392,8717481,19868017,32480339,13118056,40713625,23967205,37646599,24623646,29840152,15866580,42928352,26455715,22838458,14504391,17681677,21994966,4065742,10952546,4023743
0.2,3,2744,101.63,6549656,15969633,11087573,14168108,9483724,21606790,33711098,13095568,47324451,23915346,37713402,31529159,19519813,20124437,42931979,26450208,22826563,14552134,17635116,38223534,4057181,12413431,4157706
0.3,3,2744,101.63,7107533,17923833,12206136,16624238,10211147,21872458,37956164,14360243,40478525,32358923,47103172,24536076,29791595,13269685,42943849,26518164,20199919,14505092,17621191,22050618,4017290,12940807,4534611
0.1,4,2744,343,6497794,44171626,37179394,26181100,16877454,37501801,60229707,17438729,67257006,32187772,65376151,31418428,32791319,16773232,65678464,32723070,34349866,17811881,12996594,32931123,2707005,24079954,11198916
0.2,4,2744,343,6635118,47236062,37800522,28304489,17569102,35306166,71288750,17449092,64517059,32144156,65409319,31465482,32874636,19362955,65647481,32593533,34191758,17820398,13182466,33613172,2675407,21571779,7317507
0.3,4,2744,343,5520733,33159738,20964656,30642577,18695836,37359066,67247071,17468261,64737810,38091951,72556017,31425898,40820015,19282124,65812547,32659597,34444795,17802585,13059473,32920184,2640310,22362772,7774080
0.1,1,3375,3.375,386435,763673,10475567,1016653,550173,3420553,4191088,562095,10197105,733566,848944,9458240,18463670,7731238,1569010,1269486,4899441,944719,666824,982036,375628,1573471,1231997
0.2,1,3375,3.375,419895,1092978,748140,1404374,696844,3758655,4810947,551205,8114668,743284,880840,8465883,10355903,8963426,1606398,1262868,6514816,923319,681456,977464,395760,1645687,1393686
0.3,1,3375,3.375,449663,1577500,1030825,1813537,883512,4232192,5873487,556861,8959150,734186,873430,8236447,19618319,7696585,1584711,1274366,6453704,942837,689563,23246964,387136,2040411,1443567
0.1,2,3375,27,1465677,8261933,28955178,7593916,4724397,12905829,20222175,6074771,27830334,12082799,24881792,21940675,20338700,13305613,21717265,16207490,14204784,8417489,4899479,11279122,1317928,7704722,3800542
0.2,2,3375,27,1666091,9931438,6297538,9395583,5496361,14242886,23525018,6058343,24988532,12088954,15577707,20424386,8118336,13729485,21598773,16160519,14333492,8399549,4921731,11359868,1261233,7646512,3085487
0.3,2,3375,27,1947899,11294324,6996453,10578009,6044468,15606626,24673429,6084787,28195023,12197315,15663221,16722337,20237906,13420476,21713402,16199198,13952376,8375711,4908710,11309162,1247051,9122004,4379634
0.1,3,3375,125,9210361,21880965,15440881,19126996,13204246,30297408,52160830,19146642,61146998,34835886,56234147,36421777,28859858,19644480,64126482,39000148,32804888,21224346,26441072,32679451,5880064,17813367,5755137
0.2,3,3375,125,9750752,24107897,19013313,21819520,14451107,31508691,55796946,19116178,66496139,34900079,56216460,43194369,28946278,26365300,63826956,39082926,32745023,21217223,26107298,32565134,5787505,21767487,9530379
0.3,3,3375,125,10596086,26382535,17789240,24638172,15782283,33532973,56242568,27729779,67213005,39512169,56131696,41868809,28885108,19688278,63764349,38952233,36155106,21212581,26608631,32334729,5812996,24617443,9941229
0.1,4,3375,421.875,7618264,43409419,28512498,43614446,25547831,38871122,85884214,25775271,101226909,47784032,98615842,49794169,48890426,31994360,99124283,47969443,48217563,26141665,19684386,49290329,3918904,34906871,9656364
0.2,4,3375,421.875,8093671,47461677,29340101,46339741,27992005,58470261,93823246,25717873,97867289,47792346,98958827,46895620,48920097,25023862,99264602,47961684,50850711,26161738,19639106,49371100,4021420,39321143,18353618
0.3,4,3375,421.875,8604097,49762519,36594073,48356803,28366881,61154549,102436580,25739178,98841490,47939183,98849501,47013118,56425602,25104448,98948703,47792842,48114645,26161906,19546044,49274320,4026805,42105544,17050316
0.1,1,4096,4.096,491569,1009892,29090081,1315258,750694,4266077,5159291,790065,10171422,1045776,1197153,9381409,20652447,8314364,2150863,1755504,7128488,1297416,891551,1291101,475895,1894626,1660584
0.2,1,4096,4.096,547962,1448706,991018,2060800,1045906,5309858,7196930,754550,11371027,1007749,1179564,9352979,19181926,8521242,2152131,1744526,7082233,1276440,903827,1261749,488659,2516861,1971967
0.3,1,4096,4.096,585353,2153818,1365408,2428128,1279729,5944131,8446446,749122,11364501,1003329,1162905,10485251,14587106,8599684,2130278,1703403,7067326,1258357,906598,34909679,469354,2673137,2134179
0.1,2,4096,32.768,1996307,11842581,7975610,11236503,6970705,17083592,29831718,8833201,37889110,17331103,21875605,29217196,21726130,18607437,31304671,23179916,18733837,12062957,6631401,36119102,1744080,9272935,3869937
0.2,2,4096,32.768,2334258,14493377,28999774,13649057,8028250,19446926,32090875,8836785,37742209,17389528,22017873,29034147,21626887,15569520,30942093,22958677,18807182,12011444,6561405,16215997,1747458,11937724,4188314
0.3,2,4096,32.768,2617714,16351995,10065299,15321319,8786761,22790627,37860817,8817859,35377008,17167278,21936480,27426035,11785469,14566511,30949802,22962153,18782011,12091603,6558669,16281908,1790254,15110463,6585922
0.1,3,4096,151.704,13018800,31614247,38635520,28676821,19468939,48216066,80995575,27187830,89517430,50067828,81230159,52734223,41083449,28019312,92094804,55874262,44764519,30220935,37466653,46789513,8274740,28433515,9087239
0.2,3,4096,151.704,14981980,48671476,39484038,31953920,21319575,49421235,83409812,27263664,89808190,49723651,81789667,52631405,41206348,28028753,92156494,55904461,43955443,30384334,36953464,46804263,7998050,35815516,14224876
0.3,3,4096,151.704,16131760,51175605,41060038,35336083,22889142,46539218,89142351,36211683,95580967,57993544,90079762,58379341,50053986,34916237,92609201,55803465,50637751,30262260,37429111,59820782,8166622,37603966,14487273
0.1,4,4096,512,10562565,64457986,40369676,65055722,37567281,81804733,134669177,37143067,149649168,68949150,145275782,68445531,80200559,36301535,145645543,69036945,74769706,37331415,27921059,72681758,5674583,47143467,16212441
0.2,4,4096,512,11096716,70912598,42860341,70474284,39773733,81015588,136650827,46695336,147361824,77602709,153629539,68547756,79129338,36289431,145562512,69119487,70886071,37373980,27563087,72084609,5613063,49525872,16311641
0.3,4,4096,512,11407896,73905715,45525018,73155909,41837277,82208166,140725419,37187534,145818014,69045161,145158125,68602100,80170875,36271490,145569009,69033588,73852461,37349352,27692908,72364394,5608628,53906569,17952593
0.1,1,4913,4.913,594337,1312142,26290713,2023873,1078764,6140928,8325649,875523,12576920,1315657,1603787,11602058,20340799,8867452,2923790,2325870,6522181,1481393,1081486,1670497,563376,2853818,1909845
0.2,1,4913,4.913,697406,1980069,1314994,2984309,1490786,8512753,11325157,853731,11466011,1300645,1544505,11642394,13389279,10457052,2860366,2307872,6396263,1489683,1136678,1661965,546055,3210063,2204254
0.3,1,4913,4.913,834000,2842578,11672042,3583947,1869694,10841690,14173106,879105,12593661,1333843,1574878,10758028,20568201,9080946,2873240,2354196,7920252,1513797,1117430,1664149,550223,3655020,2456403
0.1,2,4913,39.304,2847769,17910665,11647338,16396784,10060419,26384708,42643101,12870539,50215621,23996962,31294073,38836869,16939661,23863237,44012539,32732258,25820281,17245435,9247022,23225983,2536707,15226661,5733532
0.2,2,4913,39.304,3163413,20981670,13318805,19987525,11804588,29637929,47966298,12833830,51383544,24165993,31262946,40292531,20069666,24186117,44355413,32803446,27140525,17268672,9275486,23346038,2564606,16171480,6447232
0.3,2,4913,39.304,3582010,23045537,14421197,22955161,13036122,32871061,55284825,12869155,51875474,24253820,31182809,40487603,20005096,23408233,44074025,32783564,25773837,17224105,9264310,29281023,2557317,20953155,10458265
0.1,3,4913,181.963,17996274,44444837,31916878,42642178,28476639,65201657,112619376,38253370,135406242,70165168,115701579,75454916,58580868,40007611,131264390,83247018,65991425,42592728,52918299,66242821,11434823,38434360,13047342
0.2,3,4913,181.963,19950888,50694869,33900207,46394834,31568346,67360250,113005636,45509070,128681245,78739404,124255258,74847111,67177401,40252477,131336926,78401562,63273218,42695792,52713390,66306691,11528444,47489369,13955843
0.3,3,4913,181.963,21028486,54651100,36744628,54288082,33125207,68998764,129040368,38085293,133935012,70283274,123055083,82332855,65977829,40111489,131138574,78334071,65682559,42661778,53083072,66474196,11316102,57009196,22403656
0.1,4,4913,614.125,16323340,110603510,75260181,85401952,55811781,120094556,198189632,61944904,216381084,107259133,217645560,103132996,109725280,57057950,209871601,98092328,107734327,52761795,39815331,103229894,13380124,67628528,21157465
0.2,4,4913,614.125,16788515,113660586,81083158,98185633,57809324,118297495,205200248,52689679,217907352,106567253,216943738,104530638,111985587,57029817,232559349,121565386,105477808,75896933,45658909,133381084,14876832,83915940,34914023
0.3,4,4913,614.125,18240337,121255082,80547158,105964247,69595434,136498305,212743735,60318320,216569017,106740253,216836067,99987492,110290370,51748306,209144092,98074561,107568852,60379383,46105189,103475821,14902306,90202082,39862488
0.1,1,5832,5.832,822020,1803816,1287427,2920657,1561334,8856778,12294549,1118812,13401124,1762299,2166898,12309547,19026544,9950745,3885891,3107992,9059008,1915208,1438424,2149631,661961,3640734,2389790
0.2,1,5832,5.832,887656,2713533,1758007,3920990,2157715,10887177,15415249,1158044,13195569,1787940,2168763,12019131,20735423,9894937,3902873,3171527,8945162,1961619,1454129,2214576,659774,4498024,2719493
0.3,1,5832,5.832,835660,4054401,2479310,4459242,2505525,13357195,19245963,1108264,13498041,1738912,4326564,13205907,20568882,11275102,3862659,3102900,9071950,1927115,1440907,2168556,662318,5475679,3010667
0.1,2,5832,46.656,3941923,23937826,15952097,23432770,14330224,33812426,59555394,17834698,65199577,32835901,43107021,53471073,23200775,26024104,60646887,45235739,35073190,23958152,12471209,32487792,3470075,26753056,13132238
0.2,2,5832,46.656,4279907,28263578,18170574,28209736,16620795,43889025,66783800,17781845,69305676,33173081,50952811,52397977,30626854,31213989,60887452,45292568,35122312,24008946,12492694,32562250,3463297,27211179,13255868
0.3,2,5832,46.656,5749545,45185772,34277909,31722021,18289478,43440459,79254634,26199784,67116294,40019944,52013507,53203137,31910143,30933898,60787904,44995589,39013590,23962108,12335888,32556414,3461942,31552150,14931621
0.1,3,5832,216,27351047,73746606,55039344,61460882,41342036,88043782,155105581,61996350,184824634,105718350,164481349,104840674,82896954,55808603,190046971,108162010,92976762,58562784,74807819,93605837,15842521,54230959,17904001
